title,subtitle,price,description,link,main_image,alternate_image
SynapseCarbon 3 L,Carbon 3 L,"$3,000",Our famously smooth endurance road bike with SmartSense lights & a Shimano 105 12-speed group,/en-us/bikes/road/endurance/synapse-carbon/synapse-crb-3-l,https://embed.widencdn.net/img/dorelrl/v4uyq3njs6/500px@1x/C23_C12303U_Synapse_Crb_3_L_CAS_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/dvmgqxyuff/500px@1x/C23_C12303U_Synapse_Crb_3_L_CAS_3Q.jpg?color=f8f8f8&q=90
Synapse Carbon3 L,3 L,"$3,325",Our famously smooth endurance road bike with SmartSense lights & a Shimano 105 group,/en-us/bikes/road/endurance/synapse-carbon/synapse-carbon-3-l,https://embed.widencdn.net/img/dorelrl/61ncslvqxs/500px@1x/C21_C12302U_Synapse_Crb_3_L_BLK_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/bgy8matn1f/500px@1x/C21_C12302U_Synapse_Crb_3_L_BLK_3Q.jpg?color=f8f8f8&q=90
Habit3,3,"$3,325","A fun-focused trail mtb with 130/140mm travel, SRAM NX Eagle 12-speed, G2 R 4-piston brakes and RockShox Pike fork",/en-us/bikes/mountain/trail-bikes/habit/habit-3,https://embed.widencdn.net/img/dorelrl/ekyrsuqgbv/500px@1x/C23_C23301U_Habit_3_PRH_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/muk7gwmdxc/500px@1x/C23_C23301U_Habit_3_PRH_3Q.jpg?color=f8f8f8&q=90
Adventure Neo4,4,"$2,875",Our most comfortable eBike with up to 65mi range Bosch motor & plush saddle,/en-us/bikes/electric/e-urban/adventure-neo/adventure-neo-4,https://embed.widencdn.net/img/dorelrl/j6bw2mlc2v/500px@1x/C21_C68401U_Adventure_Neo_4_GRY_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/mndd6kxqoa/500px@1x/C21_C68401U_Adventure_Neo_4_GRY_3Q.jpg?color=f8f8f8&q=90
Topstone Carbon4,4,"$2,825","Gravel bike with rear suspension, Shimano GRX 400 10-speed group & WTB tubeless ready wheels",/en-us/bikes/road/gravel/topstone-carbon/topstone-carbon-4-c15402u,https://embed.widencdn.net/img/dorelrl/7vurcowofz/500px@1x/C22_C15402U_Topstone_Crb_4_SBK_PD.jpg?color=f8f8f8&q=90,N/A
Tesoro Neo SLEQ,EQ,"$2,825",A rugged urban ebike with up to 47mi range Mahle motor,/en-us/bikes/electric/e-touring/tesoro-neo-sl-eq/tesoro-neo-sl-eq,https://embed.widencdn.net/img/dorelrl/vpavp58xq7/500px@1x/C21_C66101U_Tesoro_Neo_SL_EQ_BPL_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/vqzpfducam/500px@1x/C21_C66101U_Tesoro_Neo_SL_EQ_BPL_3Q.jpg?color=f8f8f8&q=90
Tesoro Neo SLEQ Remixte,EQ Remixte,"$2,825",A rugged urban step-thru ebike with up to 47mi range Mahle motor,/en-us/bikes/electric/e-touring/tesoro-neo-sl-eq/tesoro-neo-sl-eq-remixte,https://embed.widencdn.net/img/dorelrl/qkwicbmrda/500px@1x/C21_C66121U_Tesoro_Neo_SL_EQ_Remixte_BPL_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/vvyxdty9we/500px@1x/C21_C66121U_Tesoro_Neo_SL_EQ_Remixte_BPL_3Q.jpg?color=f8f8f8&q=90
JekyllFrameset,Frameset,"$3,725",A carbon enduro frame with 170mm suspension,/en-us/bikes/mountain/trail-bikes/jekyll/jekyll-carbon-frameset,https://embed.widencdn.net/img/dorelrl/hbgloacnd4/500px@1x/C21_C21181M_Jekyll_Crb_AM_WOW_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/kn0dtiliv0/500px@1x/C21_C21181M_Jekyll_Crb_AM_WOW_3Q.jpg?color=f8f8f8&q=90
Topstone Carbon105,105,"$2,750",Gravel bike with rear suspension with 2x11 Shimano 105 shifting,/en-us/bikes/road/gravel/topstone-carbon/topstone-carbon-105,https://embed.widencdn.net/img/dorelrl/d6lbu7ph5b/500px@1x/C20_C15600M_Topstone_Crb_105_BPL_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/0c4sn9t0uc/500px@1x/C20_C15600M_Topstone_Crb_105_BPL_3Q.jpg?color=f8f8f8&q=90
TopstoneLTD,LTD,"$2,625",Ultra-versatile alloy gravel bike with a carbon fork & Shimano GRX 800 11-speed group,/en-us/bikes/road/gravel/topstone-alloy/topstone-ltd,https://embed.widencdn.net/img/dorelrl/k1flsffukh/500px@1x/C22_C15502U_Topstone_LTD_MYG_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/jrjadnsouf/500px@1x/C22_C15502U_Topstone_LTD_MYG_3Q.jpg?color=f8f8f8&q=90
Synapse CarbonTiagra,Tiagra,"$2,625",An endurance road bike with 2x10 Shimano Tiagra shifting,/en-us/bikes/road/endurance/synapse-carbon/synapse-carbon-tiagra,https://embed.widencdn.net/img/dorelrl/jevluxxwtx/500px@1x/C20_C12400M_Synapse_Crb_Disc_Tgra_MDN_PD.jpg?color=f8f8f8&q=90,N/A
Synapse Carbon4,4,"$2,600",Our famously smooth endurance road bike with Shimano Tiagra 10-speed shifting,/en-us/bikes/road/endurance/synapse-carbon/synapse-carbon-4,https://embed.widencdn.net/img/dorelrl/gd1rbwlkdj/500px@1x/C21_C12402U_Synapse_Crb_4_CAS_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/7vbxoqsyb8/500px@1x/C21_C12402U_Synapse_Crb_4_CAS_3Q.jpg?color=f8f8f8&q=90
Tesoro Neo X3 Remixte,3 Remixte,"$3,425",A rugged urban step-thru ebike with up to 136km/ 85mi range Bosch motor& front suspension,/en-us/bikes/electric/e-touring/tesoro-neo-x/tesoro-neo-x-3-remixte-smu,https://embed.widencdn.net/img/dorelrl/jh4lq1rpsb/500px@1x/C21_C66421U_Tesoro_Neo_X_Remixte_BLK_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/vjkogsqpvw/500px@1x/C21_C66421U_Tesoro_Neo_X_Remixte_BLK_3Q.jpg?color=f8f8f8&q=90
Tesoro Neo X3,3,"$3,425",A rugged urban ebike with up to 136km/ 85mi range Bosch motor & front suspension,/en-us/bikes/electric/e-touring/tesoro-neo-x/tesoro-neo-x-3-smu,https://embed.widencdn.net/img/dorelrl/oiofabfglk/500px@1x/C21_C66421M_Tesoro_Neo_X_BLK_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/bv3kjsvkgt/500px@1x/C21_C66421M_Tesoro_Neo_X_BLK_3Q.jpg?color=f8f8f8&q=90
Habit5,5,"$2,525",An all-mountain alloy trail bike with Shimano shifting & 140mm RockShox 35 Silver fork,/en-us/bikes/mountain/trail-bikes/habit/habit-5,https://embed.widencdn.net/img/dorelrl/yl9fcnrqqq/500px@1x/C21_C23601M_Habit_5_BLK_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/oxjgnxnrvp/500px@1x/C21_C23601M_Habit_5_BLK_3Q.jpg?color=f8f8f8&q=90
Topstone Carbon3 L 650b,3 L 650b,"$2,700","Gravel bike with rear suspension, SmartSense lights, Shimano GRX800/600 & 650b wheels",/en-us/bikes/road/gravel/topstone-carbon/topstone-carbon-3-l-650b,https://embed.widencdn.net/img/dorelrl/yw1ori03gs/500px@1x/C22_C15352U_Topstone_Crb_3_L_CRB_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/avmcun7t1n/500px@1x/C22_C15352U_Topstone_Crb_3_L_CRB_3Q.jpg?color=f8f8f8&q=90
Adventure Neo3.1 EQ,3.1 EQ,"$3,100","Our most comfortable eBike with up to 74mi range Bosch motor, plush saddle & gear racks",/en-us/bikes/electric/e-urban/adventure-neo/adventure-neo-3-1-eq,https://embed.widencdn.net/img/dorelrl/tklwlvarfu/500px@1x/C21_C68321U_Adventure_Neo_3.1_EQ_BLK_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/t9ferzfanv/500px@1x/C21_C68321U_Adventure_Neo_3.1_EQ_BLK_3Q.jpg?color=f8f8f8&q=90
Topstone1,1,"$2,450",Ultra-versatile alloy gravel bike with a carbon fork & Shimano GRX 820/600 12-speed gravel group,/en-us/bikes/road/gravel/topstone-alloy/topstone-1,https://embed.widencdn.net/img/dorelrl/xy62xnbzew/500px@1x/C23_C15603U_Topstone_1_GMG_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/dpnsipa2ec/500px@1x/C23_C15603U_Topstone_1_GMG_3Q.jpg?color=f8f8f8&q=90
Bad Boy1,1,"$2,325",An urban icon with reliable belt drive & Lefty LightPipe fork,/en-us/bikes/active/urban/bad-boy/bad-boy-1,https://embed.widencdn.net/img/dorelrl/bdiedksinz/500px@1x/C20_C33100M_Bad_Boy_1_BBQ_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/pdhwsgfbde/500px@1x/C20_C33100M_Bad_Boy_1_BBQ_3Q.jpg?color=f8f8f8&q=90
CAAD13Disc 105,Disc 105,"$2,325",The best alloy race bike with carbon fork & 2x11 Shimano 105 shifting,/en-us/bikes/road/race/caad13/caad13-disc-105-c13321u,https://embed.widencdn.net/img/dorelrl/rthpm1xssn/500px@1x/C21_C13321U_CAAD13_Disc_105_BBQ_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/rtbeaz0eh7/500px@1x/C21_C13321U_CAAD13_Disc_105_BBQ_3Q.jpg?color=f8f8f8&q=90
Topstone1,1,"$2,325",Versatile alloy gravel bike with carbon fork & 2x11 Shimano 800/600 GRX shifting,/en-us/bikes/road/gravel/topstone-alloy/topstone-1/2021,https://embed.widencdn.net/img/dorelrl/yuvxjafbxy/500px@1x/C21_C15701M_Topstone_1_SLT_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/6q2203av8v/500px@1x/C21_C15701M_Topstone_1_SLT_3Q.jpg?color=f8f8f8&q=90
Habit4,4,"$2,300","A fun-focused trail mtb with 130/140mm travel, Shimano Deore 12-speed shifting and RockShox Recon RL fork",/en-us/bikes/mountain/trail-bikes/habit/habit-4,https://embed.widencdn.net/img/dorelrl/jjrpzhjewf/500px@1x/C23_C23401U_Habit_4_CRD_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/wdsctazyig/500px@1x/C23_C23401U_Habit_4_CRD_3Q.jpg?color=f8f8f8&q=90
Scalpel HTCarbon 4,Carbon 4,"$2,300","A hardtail with razor-sharp precision, Shimano shifting & 100mm RockShox SID fork",/en-us/bikes/mountain/cross-country/scalpel-ht/scalpel-ht-carbon-4,https://embed.widencdn.net/img/dorelrl/iwbxd1tete/500px@1x/C21_C25401U_Scalpel_HT_Crb_4_ARD_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/24egss6ejx/500px@1x/C21_C25401U_Scalpel_HT_Crb_4_ARD_3Q.jpg?color=f8f8f8&q=90
Treadwell Neo,N/A,"$2,300","A light, lively & fun eBike with up to 47mi range motor",/en-us/bikes/electric/e-fitness/treadwell-neo/treadwell-neo/2020,https://embed.widencdn.net/img/dorelrl/flycfmnisj/500px@1x/C20_C63150M_Treadwell_Neo_MAT_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/dpywcqkypd/500px@1x/C20_C63150M_Treadwell_Neo_MAT_3Q.jpg?color=f8f8f8&q=90
TrailSE 1,SE 1,"$2,225",A rugged alloy hardtail with 1x12 SRAM SX shifting & 120mm RockShox 35 Gold RL fork,/en-us/bikes/mountain/trail-bikes/trail/trail-se-1,https://embed.widencdn.net/img/dorelrl/umzzthyo2r/500px@1x/C21_C26101M_Trail_SL_1_MTG_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/h6ls3jcxg3/500px@1x/C21_C26101M_Trail_SL_1_MTG_3Q.jpg?color=f8f8f8&q=90
Topstone1,1,"$2,325",Ultra-versatile alloy gravel bike with a carbon fork & Shimano GRX800/600 11-speed group,/en-us/bikes/road/gravel/topstone-alloy/topstone-1-c15602u,https://embed.widencdn.net/img/dorelrl/e8fwcqzfc1/500px@1x/C22_C15602U_Topstone_1_MRC_PD.jpg?color=f8f8f8&q=90,N/A
Adventure Neo AllroadSpeed,Speed,"$2,200","A faster version of our rugged e-bike, with front suspension and 71 miles of range.",/en-us/bikes/electric/e-urban/adventure-neo-allroad/adventure-neo-allroad-speed,https://embed.widencdn.net/img/dorelrl/febkhsbjr9/500px@1x/C23_C68303M_Adventure_Neo_Allrd_S_BLK_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/bja0zonus7/500px@1x/C23_C68303M_Adventure_Neo_Allrd_S_BLK_3Q.jpg?color=f8f8f8&q=90
Adventure Neo AllroadSpeed Low StepThru,Speed Low StepThru,"$2,200","A faster, step-thru version of our rugged e-bike, with front suspension and 71 miles of range.",/en-us/bikes/electric/e-urban/adventure-neo-allroad/adventure-neo-allroad-speed-low-stepthru,https://embed.widencdn.net/img/dorelrl/9ho3nfd5f8/500px@1x/C23_C68303U_Adventure_Neo_Allrd_S_LSTH_BLK_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/pwg0bh2bi4/500px@1x/C23_C68303U_Adventure_Neo_Allrd_S_LSTH_BLK_3Q.jpg?color=f8f8f8&q=90
Synapse1,1,"$2,100",A smooth-riding aluminum road bike with Shimano 105 12-speed & DT Swiss R470 wheels,/en-us/bikes/road/endurance/synapse/synapse-1,https://embed.widencdn.net/img/dorelrl/jw8pbsaqp2/500px@1x/C23_C12503U_Synapse_1_RRD_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/gxgdzldq8h/500px@1x/C23_C12503U_Synapse_1_RRD_3Q.jpg?color=f8f8f8&q=90
SuperSix EVOCX/SE Frameset,CX/SE Frameset,"$2,725","A cyclocross and gravel race rocket, made to stay at the pointy end of any off-road road race.",/en-us/bikes/road/cyclocross/supersix-evo-cx/supersix-evo-cx-se-frameset-c11381u,https://embed.widencdn.net/img/dorelrl/gwu9018abh/500px@1x/C21_C11381U_SuperSix_EVO_SE_CX_AM_Frm_BKM_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/nnviqx53c4/500px@1x/C21_C11381U_SuperSix_EVO_SE_CX_AM_Frm_BKM_3Q.jpg?color=f8f8f8&q=90
Synapse105,105,"$2,025",An alloy endurance road bike bike with carbon fork & 2x11 Shimano 105 shifting,/en-us/bikes/road/endurance/synapse/synapse-105,https://embed.widencdn.net/img/dorelrl/9fbynxpt4r/500px@1x/C21_C12501M_Synapse_105_CRD_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/nl7oxeavuc/500px@1x/C21_C12501M_Synapse_105_CRD_3Q.jpg?color=f8f8f8&q=90
Topstone2,2,"$2,000",Ultra-versatile alloy gravel bike with a carbon fork & Shimano GRX400 10-speed group,/en-us/bikes/road/gravel/topstone-alloy/topstone-2-c15702u,https://embed.widencdn.net/img/dorelrl/ildrilnlqs/500px@1x/C22_C15702U_Topstone_2_MDN.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/yctizmt88p/500px@1x/C22_C15702U_Topstone_2_MDN_3Q.jpg?color=f8f8f8&q=90
Treadwell Neo2 EQ,2 EQ,"$2,175","A light & fun ebike with a powerful rear hub motor and up to 47 mile range, plus rack, lights and fenders",/en-us/bikes/electric/e-fitness/treadwell-neo/treadwell-neo-2-eq,https://embed.widencdn.net/img/dorelrl/n1omwnnogs/500px@1x/C21_C63302U_Treadwell_Neo_2_EQ_RAW_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/hm5mcpnn5k/500px@1x/C21_C63302U_Treadwell_Neo_2_EQ_GRY_3Q.jpg?color=f8f8f8&q=90
Treadwell Neo2 EQ Remixte,2 EQ Remixte,"$2,175","A light & fun ebike with a powerful rear hub motor and up to 47 mile range, plus rack, lights and fenders",/en-us/bikes/electric/e-fitness/treadwell-neo/treadwell-neo-2-eq-remixte,https://embed.widencdn.net/img/dorelrl/w5xutg4tz2/500px@1x/C21_C63352U_Treadwell_Neo_2_EQ_Remixte_GRY_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/ggu6qj2och/500px@1x/C21_C63352U_Treadwell_Neo_2_EQ_Remixte_GRY_3Q.jpg?color=f8f8f8&q=90
Treadwell Neo2 Remixte,2 Remixte,"$1,925","A light, lively & fun ebike with a powerful rear hub motor and up to 47 mile range",/en-us/bikes/electric/e-fitness/treadwell-neo/treadwell-neo-2-remixte,https://embed.widencdn.net/img/dorelrl/jxiwghwckg/500px@1x/C21_C63452U_Treadwell_Neo_2_Remixte_GMG_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/uuqfj8m0zp/500px@1x/C21_C63452U_Treadwell_Neo_2_Remixte_GMG_3Q.jpg?color=f8f8f8&q=90
Treadwell Neo2,2,"$1,925","A light, lively & fun ebike with a powerful rear hub motor and up to 47 mile range",/en-us/bikes/electric/e-fitness/treadwell-neo/treadwell-neo-2,https://embed.widencdn.net/img/dorelrl/qv793eocxi/500px@1x/C21_C63402U_Treadwell_Neo_2_GMG_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/uogbzjf8aq/500px@1x/C21_C63402U_Treadwell_Neo_2_GMG_3Q.jpg?color=f8f8f8&q=90
Compact Neo,N/A,"$1,900","A compact and capable ebike built for urban life. 20” wheels, rear hub drive and up to 47 mile range.",/en-us/bikes/electric/e-urban/compact-neo/compact-neo,https://embed.widencdn.net/img/dorelrl/z5cga2nxwc/500px@1x/C22_C60102U_Compact_Neo_SBK_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/6ogqwnmn74/500px@1x/C22_C60102U_Compact_Neo_SBK_3Q.jpg?color=f8f8f8&q=90
TrailSE 2,SE 2,"$1,875",A rugged alloy hardtail with 1x12 SRAM SX shifting & 120mm RockShox Silver R fork,/en-us/bikes/mountain/trail-bikes/trail/trail-se-2,https://embed.widencdn.net/img/dorelrl/fr6dfv3kgd/500px@1x/C21_C26201M_Trail_SE_2_EMR_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/rzkrngpzpq/500px@1x/C21_C26201M_Trail_SE_2_EMR_3Q.jpg?color=f8f8f8&q=90
Adventure Neo AllroadEQ Low StepThru,EQ Low StepThru,"$1,875","A rugged, step-thru e-bike with a rear rack and lights included, plus 47 miles of range.",/en-us/bikes/electric/e-urban/adventure-neo-allroad/adventure-neo-allroad-eq-low-stepthru,https://embed.widencdn.net/img/dorelrl/1lwosftqf8/500px@1x/C23_C68403U_Adventure_Neo_Allrd_EQ_LSTH_BLK_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/oenmrbnmys/500px@1x/C23_C68403U_Adventure_Neo_Allrd_EQ_LSTH_BLK_3Q.jpg?color=f8f8f8&q=90
Adventure Neo AllroadEQ,EQ,"$1,875","A rugged, versatile e-bike with a rear rack and lights included, plus 47 miles of range.",/en-us/bikes/electric/e-urban/adventure-neo-allroad/adventure-neo-allroad-eq,https://embed.widencdn.net/img/dorelrl/4bmv0aiuep/500px@1x/C23_C68403M_Adventure_Neo_Allrd_EQ_BLK_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/ilxqz2hlhd/500px@1x/C23_C68403M_Adventure_Neo_Allrd_EQ_BLK_3Q.jpg?color=f8f8f8&q=90
Synapse2,2,"$1,800","A smooth-riding aluminum road bike with Shimano Tiagra 10-speed, DT Swiss R470 wheels, and Contain top tube bag",/en-us/bikes/road/endurance/synapse/synapse-2,https://embed.widencdn.net/img/dorelrl/0f2yzyb3vy/500px@1x/C23_C12602U_Synapse_2_CHK_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/3du8mi6urq/500px@1x/C23_C12602U_Synapse_2_CHK_3Q.jpg?color=f8f8f8&q=90
SynapseTiagra,Tiagra,"$1,725",An alloy endurance road bike bike with carbon fork & 2x10 Shimano Tiagra shifting,/en-us/bikes/road/endurance/synapse/synapse-tiagra,https://embed.widencdn.net/img/dorelrl/j524hpk2bd/500px@1x/C21_C12601M_Synapse_Tgra_MTG_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/pjg10yg5ww/500px@1x/C21_C12601M_Synapse_Tgra_MTG_3Q.jpg?color=f8f8f8&q=90
Adventure Neo Allroad,N/A,"$1,675","A rugged, versatile e-bike with up to 47 miles of range.",/en-us/bikes/electric/e-urban/adventure-neo-allroad/adventure-neo-allroad,https://embed.widencdn.net/img/dorelrl/l0cv3mrguy/500px@1x/C23_C68402U_Adventure_Neo_Allrd_BLK_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/qnjg32vgcn/500px@1x/C23_C68402U_Adventure_Neo_Allrd_BLK_3Q.jpg?color=f8f8f8&q=90
Adventure Neo AllroadLow StepThru,Low StepThru,"$1,675","A rugged, versatile e-bike with a low step-thru frame and up to 47 miles of range.",/en-us/bikes/electric/e-urban/adventure-neo-allroad/adventure-neo-allroad-low-stepthru,https://embed.widencdn.net/img/dorelrl/6u1gwd9mdf/500px@1x/C23_C68502U_Adventure_Neo_Allrd_LSTH_JDE_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/pqm4qbr1yh/500px@1x/C23_C68502U_Adventure_Neo_Allrd_LSTH_JDE_3Q.jpg?color=f8f8f8&q=90
Habit26,26,"$1,650",A ripping 26” wheel dual suspension mountain bike for aspiring shredders.,/en-us/bikes/kids/7-to-12/kids-habit-7-to-12/habit-26,https://embed.widencdn.net/img/dorelrl/xwcfwafxwg/500px@1x/C23_C58102U_Habit_DTE_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/fv4ors7fdz/500px@1x/C23_C58102U_Habit_DTE_3Q.jpg?color=f8f8f8&q=90
CAAD Optimo1,1,"$1,625","An alloy road bike with carbon fork, 2x11 Shimano 105 shifting & rim brakes",/en-us/bikes/road/race/caad-optimo/caad-optimo-1,https://embed.widencdn.net/img/dorelrl/6fvcvklv1x/500px@1x/C21_C14101M_CAAD_Optimo_1_CRD_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/yt3ggwp9td/500px@1x/C21_C14101M_CAAD_Optimo_1_CRD_3Q.jpg?color=f8f8f8&q=90
Quick1,1,"$1,625",A lightweight hybrid with 22-speed Shimano 105 shifting & carbon fork,/en-us/bikes/active/fitness/quick/quick-1,https://embed.widencdn.net/img/dorelrl/lxpwosgdfk/500px@1x/C20_C31100M_Quick_1_BPL_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/zax6amdeuk/500px@1x/C20_C31100M_Quick_1_BPL_3Q.jpg?color=f8f8f8&q=90
Habit HT1,1,"$1,550",A rowdy hardtail mountainbike with a 130mm RockShox 35 fork and Shimano Deore 12-speed shifting.,/en-us/bikes/mountain/trail-bikes/habit-ht/habit-ht-1,https://embed.widencdn.net/img/dorelrl/ldyjqaeasd/500px@1x/C23_C26102U_Habit_HT_1_MRC_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/ldyjqaeasd/500px@1x/C23_C26102U_Habit_HT_1_MRC_PD.jpg?color=f8f8f8&q=90
Topstone3,3,"$1,525",Versatile alloy gravel bike with carbon fork & 2x9 Shimano Sora shifting,/en-us/bikes/road/gravel/topstone-alloy/topstone-3,https://embed.widencdn.net/img/dorelrl/pbw0f8klte/500px@1x/C21_C15871M_Topstone_3_GRA_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/lexahd7hpj/500px@1x/C21_C15871M_Topstone_3_GRA_3Q.jpg?color=f8f8f8&q=90
TrailSE 3,SE 3,"$1,525",An rugged alloy hardtail with 1x11 Shimano shifting & 120mm RockShox Silver fork,/en-us/bikes/mountain/trail-bikes/trail/trail-se-3-c26361m,https://embed.widencdn.net/img/dorelrl/ahkff3b4tx/500px@1x/C21_C26361M_Trail_SE_3_MAT_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/qrhuc5vdix/500px@1x/C21_C26361M_Trail_SE_3_MAT_3Q.jpg?color=f8f8f8&q=90
TrailSE 3,SE 3,"$1,525",A rugged alloy hardtail with 1x11 Shimano shifting & 120mm RockShox Silver fork,/en-us/bikes/mountain/trail-bikes/trail/trail-se-3,https://embed.widencdn.net/img/dorelrl/o87asehclw/500px@1x/C21_C26301M_Trail_SE_3_IOR_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/qsoedrbvxe/500px@1x/C21_C26301M_Trail_SE_3_IOR_3Q.jpg?color=f8f8f8&q=90
Bad Boy2,2,"$1,425",An urban icon with 18-speed shifting & Lefty LightPipe fork,/en-us/bikes/active/urban/bad-boy/bad-boy-2,https://embed.widencdn.net/img/dorelrl/ihrxvmtd5j/500px@1x/C20_C33200M_Bad_Boy_2_BBQ_PD.jpg?color=f8f8f8&q=90,N/A
Topstone3,3,"$1,600",Ultra-versatile alloy gravel bike with a carbon fork & Shimano Sora 9-speed group,/en-us/bikes/road/gravel/topstone-alloy/topstone-3-c15802u,https://embed.widencdn.net/img/dorelrl/pf1ofx543z/500px@1x/C22_C15802U_Topstone_3_GRY_PD.jpg?color=f8f8f8&q=90,N/A
QuickWomen's 1,Women's 1,"$1,625",A lightweight hybrid with 22-speed Shimano 105 shifting & carbon fork,/en-us/bikes/active/fitness/quick/quick-womens-1,https://embed.widencdn.net/img/dorelrl/a9st7mctgz/500px@1x/C20_C31100F_Quick_1_CHP_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/bnhf6jbmlp/500px@1x/C20_C31100F_Quick_1_CHP_3Q.jpg?color=f8f8f8&q=90
CAAD Optimo2,2,"$1,375","An alloy road bike with carbon fork, 2x10 Shimano Tiagra shifting & rim brakes",/en-us/bikes/road/race/caad-optimo/caad-optimo-2,https://embed.widencdn.net/img/dorelrl/jxqmancbkl/500px@1x/C21_C14201M_CAAD_Optimo_2_BPL_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/qp63qg8thl/500px@1x/C21_C14201M_CAAD_Optimo_2_BPL_3Q.jpg?color=f8f8f8&q=90
Habit HT2,2,"$1,350",A rowdy hardtail mountain bike with a 130mm RockShox Judy fork and microSHIFT Advent X Pro 10-speed shifting.,/en-us/bikes/mountain/trail-bikes/habit-ht/habit-ht-2,https://embed.widencdn.net/img/dorelrl/rkkdgw3hco/500px@1x/C23_C26202U_Habit_HT_2_MAT_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/v0e5zqecep/500px@1x/C23_C26202U_Habit_HT_2_MAT_3Q.jpg?color=f8f8f8&q=90
Topstone4,4,"$1,325",Versatile alloy gravel bike with carbon fork & 1x10 shifting,/en-us/bikes/road/gravel/topstone-alloy/topstone-4,https://embed.widencdn.net/img/dorelrl/ceuusvayta/500px@1x/C21_C15801M_Topstone_4_BKM_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/6mrpqryo35/500px@1x/C21_C15801M_Topstone_4_BKM_3Q.jpg?color=f8f8f8&q=90
